alimento,peso_crudo_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hidratos_carbono_g,fibra_g,azucar_g,carga_glicemica,cantidad_sugerida,peso_bruto_g,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,colesterol_g,categoria,cantidad,medida,acido_folico_g,vitamina_a_g,selenio_g,calcio_g,hierro_g,sodio_g,potasio_g,fosforo_g,zinc_g,acido_ascorbico_g
Bebida láctea fermentada,80.0,80.0,50.0,0.9,0.2,11.7,0.0,11.4,5.0,,,0.0,0.0,0.0,0.0,azucares,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bebida para deportistas,152.0,152.0,40.0,0.0,0.0,9.8,0.0,8.0,8.0,,,0.0,0.0,0.0,0.0,azucares,0.25,bote,0.0,0.0,0.0,0.0,0.0,0.0584,0.0228,0.0594,0.0,0.0
Bebida para deportistas en polvo,10.0,10.0,36.0,0.0,0.0,9.5,0.0,9.0,7.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cdta,0.0,0.0,0.0,0.0,0.0,0.020100000000000003,0.0603,0.0188,0.0,0.0
Boing guayaba,125.0,125.0,41.0,0.0,0.0,10.6,0.0,10.6,0.0,,,0.0,0.0,0.0,0.0,azucares,0.5,lata,0.0,0.0,3.9e-06,0.0,0.0,0.016800000000000002,0.016800000000000002,0.13369999999999999,0.0006,0.0
Boing mango,112.0,112.0,39.0,0.0,0.0,9.0,0.0,9.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.3333333333333333,lata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolitochas,11.0,11.0,44.0,0.0,0.0,9.5,0.0,9.0,0.0,,,1.7,0.0,0.0,0.0,azucares,0.25,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bombón de chocolate,78.0,78.0,33.0,0.0,2.2,7.9,0.0,5.6,0.0,,,0.2,0.0,0.0,0.0,azucares,2.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boost*,43.0,43.0,44.0,0.3,0.3,8.7,0.0,7.7,0.0,,,0.0,0.0,0.0,0.0,azucares,0.3333333333333333,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borrachos envirnados,48.0,48.0,48.0,0.0,0.3,11.7,0.0,10.2,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bubbaloo Crack Ups,45.0,45.0,46.0,0.1,0.0,11.2,0.0,10.5,0.0,,,0.0,0.0,0.0,0.0,azucares,3.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0385,0.0933,0.04,0.0,0.0
Bubbaloo fresa,12.0,12.0,43.0,0.7,0.1,9.2,0.0,7.8,0.0,,,0.5,0.0,0.0,0.0,azucares,0.75,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bubbaloo menta,12.0,12.0,43.0,0.0,0.0,8.0,0.0,7.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.3333333333333333,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bubbaloo paleta,80.0,80.0,32.0,0.2,0.4,6.9,0.0,5.5,0.0,,,0.3,0.0,0.0,0.0,azucares,1.0,taza,0.0,0.0,0.0,0.0106,0.0,0.0665,0.014400000000000001,0.0146,0.0,0.0
Café capuchino helado,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.3333333333333333,taza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Café capuchino instantáneo,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,2.0,cdta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cajeta,9.0,15.0,36.0,0.5,1.0,6.4,0.0,6.4,0.0,,,0.7,0.2,0.0,0.0,azucares,1.5,cdta,0.0,0.0,0.0,0.0,0.0,0.0077,0.0,0.0,0.0,0.0
Cajeta reducida en azúcar,15.0,12.0,44.0,0.6,0.0,9.9,0.0,11.8,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.0,0.0
Caramelo,12.0,11.0,47.0,0.0,0.0,11.8,0.1,11.8,0.0,,,0.0,0.0,0.0,0.0,azucares,2.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0
Caramelo de menta,11.0,11.0,45.0,0.0,0.0,10.8,0.0,10.8,0.0,,,0.0,0.0,0.0,0.0,azucares,2.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0
Caramelo Deemint,11.0,12.0,40.0,0.0,0.0,9.6,0.0,9.6,0.0,,,0.0,0.0,0.0,0.0,azucares,2.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caramelo macizo,12.0,10.0,47.0,0.0,0.0,11.8,0.0,11.8,0.0,,,0.0,0.0,0.0,0.0,azucares,2.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caramelo Salvavidas,12.0,12.0,40.0,0.0,0.0,10.0,0.0,10.0,0.0,,,0.0,0.0,0.0,0.0,azucares,4.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cáscara de fruta cristalizada,10.0,12.0,39.0,0.0,0.0,9.9,0.2,9.9,7.0,,,0.1,0.1,0.0,0.0,azucares,12.0,g,2e-07,0.0,0.0,0.0043,0.0,0.10840000000000001,0.0,0.0,0.0,0.0
Cáscara de naranja cristalizada,10.0,10.0,44.0,0.0,0.0,9.9,0.0,9.9,0.0,,,0.0,0.0,0.0,0.0,azucares,10.0,g,0.0,0.0,0.0,0.0,0.0,0.0948,0.0,0.0,0.0,0.0
Castaña,15.0,15.0,37.0,0.0,0.2,10.5,0.0,10.5,0.0,,,0.0,0.0,0.0,0.0,azucares,15.0,g,0.0,0.0,0.0,0.0,0.0,0.0261,0.0,0.0,0.0,0.0
Castaña con cáscara,15.0,12.0,32.0,0.0,0.0,11.4,0.3,11.4,0.0,,,0.0,0.0,0.0,0.0,azucares,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0
Chicles,15.0,15.0,44.0,0.0,0.0,11.4,0.0,11.4,0.0,,,0.0,0.0,0.0,0.0,azucares,5.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chew candy,12.0,12.0,32.0,0.0,0.0,11.4,0.0,11.4,0.0,,,0.0,0.0,0.0,0.0,azucares,6.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicle bajo en azúcar,12.0,12.0,32.0,0.0,0.0,11.4,0.0,11.4,0.0,,,0.0,0.0,0.0,0.0,azucares,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicloso,12.0,12.0,46.0,0.3,1.1,8.7,0.1,0.2,0.0,,,0.1,0.2,0.3,0.3,azucares,1.0,pieza,0.0,0.0,0.0,0.0014,0.002,0.0001,0.0001,0.0001,0.0,0.0
Chocolate Don Gustavo en polvo,10.0,10.0,41.0,0.6,0.7,8.1,0.3,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,2.0,cdta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolate en polvo Morelia,10.0,10.0,39.0,0.3,0.2,9.1,0.2,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,2.0,cdta,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0
Chocolate en polvo sin azúcar,10.0,10.0,40.0,2.0,1.0,6.0,0.0,0.0,3.0,,,0.0,0.0,0.0,0.0,azucares,10.0,g,0.0,0.0,0.0,0.0,0.0036000000000000003,0.0,0.0,0.0,0.0,0.0
Chocolate en tableta (Abuela),10.0,10.0,45.0,0.3,1.4,7.6,1.1,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,10.0,g,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0
Chocolate líquido,18.0,18.0,50.0,0.4,0.2,11.7,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0
Coca Cola,117.0,117.0,49.0,0.0,0.0,12.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.3333333333333333,lata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concentrado de soda de naranja,15.0,15.0,39.0,0.0,0.0,9.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cocoa en polvo,10.0,10.0,40.0,2.0,1.0,11.6,0.0,0.0,3.0,,,0.0,0.0,0.0,0.0,azucares,2.0,cdta,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0
Concentrado de jugo de arándano,23.0,23.0,45.0,0.0,0.0,10.0,0.0,10.3,0.0,,,0.0,0.0,0.0,0.0,azucares,1.5,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concentrado sabor fresa,15.0,15.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concentrado sabor guayaba,13.0,13.0,52.0,4.6,0.0,8.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,2.5,cdta,0.0,0.0,0.0,0.0,0.0,0.0021000000000000003,0.0,0.0,0.0,0.0
Concentrado sabor horchata,19.0,19.0,42.0,0.0,0.0,10.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.006200000000000001,0.0,0.0,0.0,0.0
Concentrado sabor jamaica,19.0,19.0,42.0,0.0,0.0,10.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.25,cda,0.0,0.0,0.0,0.0,0.0,0.006200000000000001,0.0,0.0,0.0,0.0
Concentrado sabor limón,15.0,15.0,40.0,0.0,0.0,10.0,0.0,6.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0
Concentrado sabor mandarina,15.0,15.0,40.0,0.0,0.0,10.0,0.0,6.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0
Concentrado sabor naranja,15.0,15.0,40.0,0.0,0.0,10.0,0.0,6.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0
Concentrado sabor piña,15.0,15.0,40.0,0.0,0.0,10.0,0.0,6.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0
Concentrado sabor uva,11.0,11.0,40.0,0.0,0.0,10.0,0.0,7.7,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crack Ups,11.0,11.0,44.0,0.0,0.3,10.3,0.0,9.2,0.0,,,0.0,0.0,0.0,0.0,azucares,11.0,pieza,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0
Crayón,12.0,12.0,37.0,0.0,0.0,9.1,0.0,11.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.3333333333333333,sobre,0.0,0.0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0
Crazy Dips sabor frutas,12.0,12.0,45.0,0.0,0.3,10.6,0.0,11.8,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cdta,0.0,0.0,0.0,0.0002,0.0034,0.0034,0.0,0.0099,0.0,0.0
Cubierta de chocolate,16.0,16.0,48.0,0.3,1.9,9.0,0.0,9.6,9.0,,,0.0,0.0,0.0,0.0,azucares,2.0,cdta,0.0,0.0,0.0,0.0,0.0,0.033299999999999996,0.0,0.132,0.0,0.0
Cubierta de fresa,12.0,12.0,40.0,0.0,0.0,10.0,0.0,5.2,0.0,,,0.0,0.0,0.0,0.0,azucares,3.0,cdta,0.0,0.0,0.0,0.0632,0.0,0.04820000000000001,0.0,0.0,0.0,0.0
Cubierta de piña,11.0,11.0,39.0,0.0,0.0,10.0,0.0,9.8,0.0,,,0.0,0.0,0.0,0.0,azucares,0.75,pieza,0.0,0.0,0.0,0.0443,0.0,0.0429,0.0,0.0,0.0,0.0
Cuchara mango y tamarindo,57.0,50.0,62.0,1.6,0.3,11.2,0.0,9.5,0.0,,,0.0,0.0,0.0,0.0,azucares,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.033299999999999996,0.0309,0.0,0.0
Cuernitos de fruta,50.0,63.0,66.0,1.1,1.7,11.9,0.0,9.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0632,0.04820000000000001,0.0,0.0
Danette Flan vainilla,63.0,43.0,43.0,0.9,0.0,9.8,0.0,9.6,0.0,,,0.0,0.0,0.0,0.0,azucares,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0524,0.0,0.0,0.0
Danette Natilla chocolate,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dany, gelatina de agua",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Valle naranja aderezada,79.0,79.0,36.0,0.0,0.0,9.1,0.0,9.1,0.0,,,0.0,0.0,0.0,0.0,azucares,0.3333333333333333,taza,0.0,0.0,0.0,0.0,0.0,0.0,0.0352,0.0,0.0,0.0
Delaware Punch,89.0,89.0,39.0,0.0,0.0,9.8,0.0,9.8,0.0,,,0.0,0.0,0.0,0.0,azucares,0.25,lata,0.0,0.0,0.0,0.0,0.0,0.0178,0.0,0.0,0.0,0.0
Dextrosa,12.0,12.0,45.0,0.0,0.0,10.5,0.0,10.5,0.0,,,0.0,0.0,0.0,0.0,azucares,3.0,cdta,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
Dulce de tamarindo,14.0,14.0,46.0,0.0,0.0,12.9,0.0,11.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0193,0.0,0.0,0.0,0.0
Fanta,117.0,117.0,45.0,0.0,0.0,11.1,0.0,11.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.3333333333333333,lata,0.0,0.0,0.0,0.0029,0.0,0.0184,0.0518,0.0,0.0,0.0
Flan en polvo,12.0,12.0,42.0,0.0,0.0,11.0,0.0,10.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,0.0,0.0,0.0
Fresca,118.0,118.0,40.0,0.0,0.0,11.1,0.0,11.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,lata,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0
Fructosa,118.0,118.0,44.0,0.0,0.0,11.1,0.0,11.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.3333333333333333,lata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruta cristalizada,12.0,12.0,45.0,0.0,0.1,12.0,0.0,12.0,0.0,,,0.0,0.0,0.0,0.0,azucares,3.0,cdta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fuze Tea mandarina,15.0,15.0,36.0,0.0,0.0,9.1,0.0,9.1,0.0,,,0.0,0.0,0.0,0.0,azucares,15.0,g,0.0,0.0,0.0,0.0,0.0,0.04870000000000001,0.0,0.0,0.0,0.0
Fuze Tea mango manzanilla,113.0,113.0,36.0,0.0,0.0,9.1,0.0,9.1,0.0,,,0.0,0.0,0.0,0.0,azucares,0.25,lata,0.0,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0
Fuze Tea negro durazno,91.0,91.0,45.0,0.0,0.0,11.3,0.0,11.3,0.0,,,0.0,0.0,0.0,0.0,azucares,0.2,lata,0.0,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0
Fuze Tea negro limón,113.0,113.0,36.0,0.0,0.0,9.1,0.0,9.1,0.0,,,0.0,0.0,0.0,0.0,azucares,0.25,lata,0.0,0.0,0.0,0.0,0.0,0.011300000000000001,0.0,0.0,0.0,0.0
Fuze Tea verde limón,113.0,113.0,36.0,0.0,0.0,9.1,0.0,9.1,0.0,,,0.0,0.0,0.0,0.0,azucares,0.25,lata,0.0,0.0,0.0,0.0,0.0,0.011300000000000001,0.0,0.0,0.0,0.0
Gatorade variedad de sabores,200.0,200.0,46.0,0.0,0.0,11.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,200.0,ml,0.0,0.0,0.0,0.0,0.0,0.025,0.0916,0.0006,0.0,0.0
Gelatina,59.0,59.0,37.0,0.7,0.0,8.4,0.0,8.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.3333333333333333,taza,0.0,1.8e-06,1.3199999999999999e-05,0.0006,0.0,0.0446,0.0,0.0,0.0,0.0
Gelatina de agua Dany sabor cola,60.0,60.0,42.0,1.1,0.0,9.3,0.0,3.7,0.0,,,0.0,0.0,0.0,0.0,azucares,1.5,envase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gelatina de anís,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de cereza,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de chocolate,,48.0,46.0,2.1,1.1,6.8,0.0,6.8,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.045,0.0,0.0232,0.0,0.0,0.0,0.0
Gelatina de chocolate de leche,,48.0,46.0,2.1,1.1,6.8,0.0,6.8,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.045,0.0,0.0232,0.0,0.0,0.0,0.0
Gelatina de durazno,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de frambuesa,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de fresa de agua,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de fresa de leche,,48.0,46.0,2.1,1.1,6.8,0.0,6.8,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.045,0.0,0.0232,0.0,0.0,0.0,0.0
Gelatina de grosella,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de jerez,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de limón,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de mandarina,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de manzana,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de mora azul,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de naranja,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de nuez de leche,,48.0,46.0,2.1,1.1,6.8,0.0,6.8,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.045,0.0,0.0233,0.0,0.0,0.0,0.0
Gelatina de piña,,64.0,40.0,0.8,0.0,9.1,0.0,8.6,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de pistache,,48.0,46.0,2.1,1.1,6.8,0.0,0.0,0.0,,,0.7,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.045,0.0,0.0232,0.0,0.0,0.0,0.0
Gelatina de rompope,,48.0,46.0,2.1,1.1,6.8,0.0,0.0,0.0,,,0.7,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.045,0.0,0.0232,0.0,0.0,0.0,0.0
Gelatina de sabor polvo,,10.0,38.0,0.8,0.0,9.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,10.0,g,0.0,0.0,0.0,0.0003,0.0,0.0466,0.0,0.0,0.0,0.0
Gelatina de uva,,64.0,40.0,0.8,0.0,9.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina de vainilla polvo,,48.0,46.0,2.1,1.1,6.8,0.0,0.0,0.0,,,0.7,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.045,0.0,0.0232,0.0,0.0,0.0,0.0
Gelatina de vainilla de leche,,48.0,46.0,2.1,1.1,6.8,0.0,0.0,0.0,,,0.7,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.045,0.0,0.0232,0.0,0.0,0.0,0.0
Gelatina de zarzamora,,64.0,40.0,0.8,0.0,9.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0019,0.0,0.048,0.0,0.0,0.0,0.0
Gelatina en polvo para agua,,10.0,38.0,0.8,0.0,9.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,10.0,g,0.0,0.0,0.0,0.0003,0.0,0.0466,0.0,0.0,0.0,0.0
Gelatina en polvo para leche,,10.0,38.0,0.8,0.0,9.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,10.0,g,0.0,0.0,0.0,0.0003,0.0,0.0466,0.0,0.0,0.0,0.0
Gelatina preparada,,72.0,45.0,0.6,0.0,10.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,4.5,cda,0.0,0.0,0.0,0.0022,0.0,0.054,0.0,0.0,0.0,0.0
Gomilocas de hamburguesa,,14.0,44.0,0.5,0.0,10.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.25,bolsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gomilocas pinguino,,12.0,45.0,0.4,0.0,10.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.25,bolsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gomitas,,15.0,42.0,0.7,0.0,10.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,4.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0070999999999999995,0.0,0.0,0.0,0.0
Gomitas con azúcar,,12.0,43.0,0.4,0.0,10.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0
Gomitas de aros de durazno ácidas,,16.0,51.0,1.2,0.0,11.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0
Gomitas de aros de manzana ácidas,,16.0,51.0,1.2,0.0,11.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,2.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0
Gomitas de Coca Cola,,12.0,38.0,0.9,0.0,8.7,0.0,7.9,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.004200000000000001,0.0,0.0,0.0,0.0
Gomitas de guanábana,,12.0,38.0,0.4,0.0,8.6,0.0,10.4,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0
Gomitas de gusano (ombiz brillante),,16.0,48.0,0.4,0.0,11.6,0.0,7.3,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0
Gomitas de pingüinos,,14.0,45.0,0.8,0.0,10.4,0.0,7.7,0.0,,,0.0,0.0,0.0,0.0,azucares,0.25,bolsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gomitas en forma de dientes (Ricolino),,14.0,44.0,0.6,0.0,10.5,0.0,12.0,0.0,,,0.0,0.0,0.0,0.0,azucares,0.25,bolsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gomitas frutas enchiladas,,16.0,51.0,0.8,0.0,10.5,0.0,10.0,0.0,,,0.6,0.0,0.0,0.0,azucares,1.0,pieza,0.0,9e-07,0.0,0.0,0.0,0.108,0.0,0.0,0.0,0.0
Gomitas mangos Lucky,,12.0,48.0,0.4,0.0,8.4,0.4,0.5,0.0,,,0.0,0.0,0.0,0.0,azucares,1.5,pieza,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0
Granadina,,15.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,azucares,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0
