alimento,peso_crudo_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hidratos_carbono_g,fibra_g,azucar_g,carga_glicemica,cantidad_sugerida,peso_bruto_g,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,colesterol_g,categoria,cantidad,medida,acido_folico_g,vitamina_a_g,selenio_g,calcio_g,hierro_g,sodio_g,potasio_g,fosforo_g,zinc_g,acido_ascorbico_g
Mayonesa de aguacate,5.0,5.0,47.0,0.1,5.1,0.8,0.0,0.0,0.0,,,1.5,3.6,0.6,0.6,grasas,0.5,cda,0.0,3.2e-05,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0
Media crema,14.0,14.0,40.0,0.8,4.6,0.6,0.0,0.6,0.0,,,3.4,2.2,1.0,1.0,grasas,2.0,cda,0.0,0.000147,0.0,0.0128,0.0,0.0,0.0,0.0,0.0,0.0
Nata,30.0,30.0,48.0,1.1,5.4,0.9,0.0,1.3,0.0,,,5.0,0.6,0.0,0.0,grasas,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuez de Brasil,14.0,14.0,51.0,0.6,5.0,0.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,5.0,disp,0.0,0.0,3.7999999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pan,6.0,6.0,51.0,0.1,5.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,6.0,disp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pan aceite de oliva,6.0,6.0,36.0,0.0,5.6,0.0,0.0,0.0,0.0,,,0.2,0.0,0.0,0.0,grasas,6.0,disp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pan mantequilla,8.0,8.0,36.0,0.2,1.9,5.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,grasas,0.5,cda,0.0,1.68e-05,0.0,0.004900000000000001,0.0088,0.0,0.0,0.0,0.0,0.0
Praliné,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queso crema,13.0,13.0,46.0,1.0,4.6,0.4,0.0,0.0,0.0,,,2.9,1.3,0.2,0.2,grasas,13.0,g,0.0,5.76e-05,0.0,0.0019,0.0107,0.0002,0.0158,0.039,0.0,0.0
Queso crema bajo en grasa,13.0,13.0,32.0,1.1,3.0,0.3,0.0,0.0,0.0,,,2.1,0.0,0.0,0.0,grasas,13.0,g,0.0,0.0,0.0,0.0,0.016300000000000002,0.0,0.0223,0.0511,0.0,0.0
Queso untable,10.0,10.0,37.0,0.7,3.7,0.3,0.0,0.0,0.0,,,2.3,0.0,0.0,0.0,grasas,10.0,g,0.0,6.5999999999999995e-06,0.0,0.0066,0.0,0.0116,0.0316,0.0375,0.0,0.0
Queso líquido,38.0,38.0,56.0,0.2,5.0,2.5,0.0,0.0,0.0,,,2.5,0.0,0.0,0.0,grasas,38.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queso para nachos,38.0,38.0,56.0,1.0,4.6,0.4,0.0,0.0,0.0,,,2.9,1.3,0.2,0.2,grasas,38.0,g,0.0,5.76e-05,0.0,0.0019,0.0107,0.0002,0.015300000000000001,0.039,0.0,0.0
Queso Philadelphia,14.0,14.0,44.0,0.7,4.3,0.8,0.0,0.0,0.0,,,2.2,1.1,0.0,0.0,grasas,14.0,g,4e-06,2.31e-05,0.0,0.0,0.0,0.0233,0.0508,0.292,0.0,0.0
Salsa Alfredo,8.0,8.0,44.0,0.9,3.7,2.6,0.0,0.0,0.0,,,2.1,0.0,0.0,0.0,grasas,1.0,cda,0.0,2e-07,0.0,0.0,0.0,0.005200000000000001,0.0,0.0,0.0,0.0
Salsa holandesa industrializada,10.0,10.0,52.0,0.2,5.3,0.9,0.0,0.0,0.0,,,0.8,0.0,0.0,0.0,grasas,0.5,taza,0.0,0.0,0.0,0.0,0.0,0.0218,0.30519999999999997,0.0,0.0,0.0
Salsa Matcha,16.0,16.0,36.0,0.6,3.4,7.3,0.0,0.0,0.0,,,1.1,0.0,0.0,0.0,grasas,1.0,cdta,0.0,0.0,0.0,0.0188,0.0,0.0,0.0,0.0,0.0,0.0
Salsa tártara industrializada,47.0,47.0,38.0,0.0,5.2,1.1,0.0,0.0,0.0,,,0.6,0.0,0.0,0.0,grasas,47.0,g,0.0,4e-07,0.0,0.0,0.0,0.0983,0.0724,0.0032,0.0,0.0
Salsa tártara sin grasa,21.0,21.0,12.0,0.0,5.3,0.0,0.0,0.0,0.0,,,0.8,0.0,0.0,0.0,grasas,21.0,g,0.0,0.0,0.0,0.0005,0.0,0.0111,0.0548,0.0548,0.0,0.0
Salsa Veloute,10.0,10.0,52.0,0.9,4.6,0.0,0.0,0.0,0.0,,,1.7,0.0,0.0,0.0,grasas,12.0,g,0.0,2e-07,0.0,0.0,0.0,0.0111,0.0548,0.0548,0.0,0.0
Tampico,8.0,8.0,44.0,0.7,4.6,0.0,0.0,0.0,0.0,,,1.7,0.0,0.0,0.0,grasas,8.0,g,0.0,0.0,0.0,0.0006,0.0,0.0,0.048,0.0,0.0,0.0
Tocineta,7.0,7.0,39.0,0.6,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,7.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tocino ahumado,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tocino en lonja,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tocino frito,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tocino imitación,10.0,6.0,41.0,1.0,3.9,0.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,rebanada,0.0,0.0,0.0,0.0,0.0,0.09670000000000001,0.0,0.0,0.0,0.0
Tuétano,6.0,6.0,47.0,0.4,5.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,6.0,g,0.0,1.44e-05,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0
Vinagreta,8.0,8.0,36.0,0.0,4.0,0.2,0.0,0.0,0.0,,,0.8,0.0,0.0,0.0,grasas,0.5,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinagreta baja en calorías,80.0,80.0,38.0,0.0,0.0,7.5,7.5,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,5.0,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinagreta comercial,23.0,23.0,46.0,0.0,3.8,3.0,0.8,0.0,0.0,,,0.8,0.0,0.0,0.0,grasas,1.5,cda,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0
Vinagreta de ajonjolí,12.0,12.0,53.0,0.4,5.4,1.0,0.7,0.0,0.0,,,0.6,1.4,3.0,3.0,grasas,3.0,cdta,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
Vinagreta de mostaza,12.0,12.0,47.0,0.0,4.7,1.7,0.0,0.0,0.0,,,0.6,0.0,0.0,0.0,grasas,3.0,cdta,0.0,0.0,0.0,0.0,0.0,0.1457,0.0,0.0,0.0,0.0
Vinagreta de vino,24.0,24.0,55.0,0.1,4.7,3.1,3.1,0.0,0.0,,,0.8,0.0,0.0,0.0,grasas,6.0,cdta,0.0,0.0,0.0,0.0,0.0,0.0395,0.0,0.0,0.0,0.0
Aderezo de yogurt,2.0,2.0,73.0,1.3,5.6,2.0,1.3,1.3,0.0,,,1.9,0.2,0.0,0.0,grasas,1.0,cda,0.0,0.0,0.0,0.0,0.0,0.0263,0.0,0.1845,0.0,0.0
Aderezo de yogurt y pepiño,4.0,4.0,74.0,1.9,5.7,3.7,2.8,0.0,0.0,,,0.1,0.0,0.0,0.0,grasas,1.0,cda,0.0,0.0,0.0,0.0745,0.0008,0.0465,0.0,0.0,0.0,0.0
Ajonjolí,10.0,10.0,61.0,2.7,5.1,1.0,0.8,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,cdta,0.0,1.2e-06,0.0,0.013000000000000001,0.0429,0.0039,0.0,0.0,0.0,0.0
Ajonjolí acaramelado tostado,13.0,13.0,71.0,2.1,6.3,4.1,0.6,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,cda,0.0,1e-06,0.0,0.0831,0.0217,0.0,0.0,0.0,0.0,0.0
Almendra acaramelada,5.0,5.0,75.0,2.2,6.3,3.4,0.9,0.5,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,cda,0.0,0.0,0.0,0.0115,0.0596,0.0534,0.0,0.1017,0.0,0.0
Almendra ahumada,10.0,10.0,66.0,2.7,6.0,3.4,0.4,0.4,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,pieza,0.0,0.0,0.0,0.0,0.032100000000000004,0.0681,0.0,0.0928,0.0,0.0
Almendra deshidratada,12.0,12.0,72.0,2.6,6.4,2.1,0.5,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,pieza,0.0,5e-07,0.0,0.006900000000000001,0.0737,0.0626,0.0,0.0879,0.0,0.0
Almendra fileteada,12.0,12.0,71.0,2.4,6.3,2.2,0.6,0.5,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,pieza,0.0,4e-07,0.0,0.0317,0.08270000000000001,0.0,0.0,0.0616,0.0,0.0
Almendra picada,2.0,2.0,72.0,2.5,6.5,1.8,3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,cda,0.0,0.0,0.0,0.0035,0.0273,0.0,0.0,0.0,0.0,0.0
Avellana picada,4.0,4.0,62.0,2.0,6.3,2.3,2.3,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,cdta,0.0,0.0,0.0,0.0077,0.0343,0.0,0.0,0.0,0.0,0.0
Avellana salada,9.0,9.0,71.0,2.5,6.4,1.6,2.0,0.4,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,pieza,0.0,4e-07,0.0,0.028,0.016800000000000002,0.0156,0.0,0.0628,0.0,0.0
Avellana tostada,5.0,5.0,72.0,1.8,7.1,2.0,2.0,0.4,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,pieza,0.0,4e-07,0.0,0.008400000000000001,0.022,0.0368,0.0,0.0524,0.0,0.0
Bebida vegetal Silk® sin azúcar,240.0,240.0,93.0,12.0,4.8,0.5,0.5,0.8,0.0,,,0.0,0.0,0.0,0.0,grasas,1.0,taza,9.549999999999999e-05,0.0,0.0,0.36719999999999997,0.0,0.0,0.0,0.0979,0.0,0.0
Bebida vegetal Silk® Almendra sin azúcar sin endulzar sabor Monk Fruit,,480.0,54.0,1.9,4.3,1.9,1.9,0.5,0.0,,,0.5,2.9,1.0,1.0,grasas,1.0,taza,0.0,0.00019099999999999998,0.0,0.864,0.0,0.2938,0.0,0.0,0.0,0.0
Bebida vegetal Silk® Almendra sin azúcar y sin endulzar,,480.0,54.0,1.9,4.3,1.9,1.9,0.5,0.0,,,0.5,2.9,1.0,1.0,grasas,1.0,taza,0.0,0.00019099999999999998,0.0,0.864,0.0,0.30910000000000004,0.0,0.0,0.0,0.0
Bebida vegetal Silk® Coco sin azúcar y sin endulzar,,240.0,43.0,0.5,4.1,1.2,3.6,0.2,0.0,,,3.6,0.2,0.2,0.2,grasas,1.0,taza,0.0,9.549999999999999e-05,0.0,0.432,0.0,0.16369999999999998,0.0,0.0,0.0,0.0
Cacahuate,,12.0,73.0,2.9,6.2,2.7,0.9,0.0,0.0,,,0.3,3.1,1.9,1.9,grasas,1.0,pieza,1.7899999999999998e-05,6.5999999999999995e-06,0.0,0.0818,0.0003,0.0442,0.0,0.1006,0.0,0.0
Cacahuate acaramelado,,14.0,75.0,3.0,6.5,2.5,1.0,0.0,0.0,,,0.6,3.5,2.0,2.0,grasas,1.0,cdta,1.74e-05,0.0,0.0,0.079,0.0003,0.0,0.0,0.0578,0.0,0.0
Cacahuate con cáscara,,12.0,70.0,2.8,6.0,0.2,0.8,0.0,0.0,,,0.1,1.9,2.4,2.4,grasas,12.0,g,0.0,0.0,0.0,0.0866,0.0,0.0,0.0,0.14400000000000002,0.0,0.0
Cacahuate con pepitas,,15.0,72.0,3.4,6.3,1.1,0.0,0.0,0.0,,,0.8,2.9,0.0,0.0,grasas,15.0,g,1.82e-05,6.5999999999999995e-06,0.0,0.0838,0.0003,0.0,0.0,0.07940000000000001,0.0,0.0
Cacahuate con piel,,13.0,68.0,3.0,6.2,2.7,1.0,0.0,0.0,,,0.3,2.9,1.9,1.9,grasas,13.0,pieza,1.7100000000000002e-05,0.0,0.0,0.082,0.0003,0.1019,0.0,0.27,0.0,0.0
Cacahuate enchilado,,5.0,74.0,3.2,5.5,2.4,0.4,0.0,0.0,,,2.7,2.9,0.0,0.0,grasas,5.0,pieza,3.4e-05,1.04e-05,0.0,0.0781,0.0001,0.0361,0.0,0.364,0.0,0.0
Cacahuate japonés,,13.0,69.0,2.8,5.9,4.3,1.5,0.0,0.0,,,2.9,2.9,1.6,1.6,grasas,13.0,pieza,3.3999999999999996e-06,0.0,0.0,0.048100000000000004,0.0001,0.0367,0.0,0.181,0.0,0.0
Cacahuate salado,,14.0,72.0,2.6,4.6,5.3,0.0,0.0,0.0,,,2.0,2.0,0.6,0.6,grasas,0.25,bolsa,9.699999999999999e-06,0.0,0.0,0.0,0.0,0.1247,0.0,0.0422,0.0,0.0
Cacahuate tostado,,2.0,72.0,2.6,4.6,5.3,0.0,0.0,0.0,,,2.0,2.0,0.6,0.6,grasas,1.0,cda,9.699999999999999e-06,0.0,0.0,0.0,0.0,0.1247,0.0,0.0422,0.0,0.0
Cacahuates confitados con salsa y limón,,2.0,72.0,2.6,4.6,5.3,0.0,0.0,0.0,,,2.0,2.0,0.6,0.6,grasas,1.0,cda,9.699999999999999e-06,0.0,0.0,0.0,0.0,0.1247,0.0,0.0422,0.0,0.0
Castaña,17.0,17.0,62.0,1.1,0.3,13.6,0.0,0.0,0.0,,,0.1,0.2,0.1,0.1,grasas,1.5,pieza,0.0,5.4e-06,0.0,0.018600000000000002,0.0004,0.1236,0.0264,0.028800000000000003,0.0,0.0
Castaña con cáscara,30.0,30.0,67.0,1.2,0.3,14.8,0.0,0.0,0.0,,,0.1,0.2,0.1,0.1,grasas,2.0,pieza,0.0,2.03e-05,0.0,0.005200000000000001,0.0004,0.1346,0.031100000000000003,0.031100000000000003,0.0,0.0
Castaña asada,30.0,30.0,73.0,1.4,0.3,15.9,0.0,0.0,0.0,,,0.1,0.2,0.2,0.2,grasas,30.0,g,0.0,2.14e-05,0.0,0.0054,0.0005,0.1446,0.0805,0.1236,0.0,0.0
Chía,49.0,30.0,69.0,3.5,5.9,4.7,0.0,0.0,0.0,,,1.2,0.9,3.5,3.5,grasas,7.0,cda,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chilorio,30.0,30.0,64.0,5.0,4.7,0.7,0.0,0.0,0.0,,,0.7,0.0,0.0,0.0,grasas,30.0,g,0.0,0.0,0.0,0.0,0.0,0.2031,0.0,0.15680000000000002,0.0,0.0
Chilorio de pavo,30.0,30.0,73.0,5.0,7.0,0.0,0.0,0.0,0.0,,,2.1,2.4,0.4,0.4,grasas,30.0,g,0.0,5e-07,0.0,0.0,0.0235,0.0,0.0,0.0,0.0,0.0
Chistorra,15.0,15.0,62.0,3.5,5.6,0.0,0.0,0.0,0.0,,,1.5,1.5,0.0,0.0,grasas,15.0,g,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.231,0.0,0.0
Chorizo de pavo,21.0,21.0,72.0,5.0,5.7,0.0,0.0,0.0,0.0,,,0.1,0.2,0.0,0.0,grasas,21.0,g,0.0,0.0,0.0,0.0,0.0,0.3024,0.0,0.0,0.0,0.0
Chorizo de pollo,35.0,35.0,70.0,4.1,5.7,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,grasas,35.0,g,0.0,2e-07,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0
